index,year,month,day,rain,tmax,tmin,srad,Tmean,district
776,2019,2,16,0.0,26.9,10.8,26.9,18.85,Debre markos
777,2019,2,17,0.0,26.0,11.4,25.4,18.7,Debre markos
778,2019,2,18,0.0,26.4,11.4,25.9,18.9,Debre markos
779,2019,2,19,0.0,25.6,11.0,25.5,18.3,Debre markos
780,2019,2,20,0.0,26.4,11.7,25.6,19.049999999999997,Debre markos
781,2019,2,21,0.0,24.0,12.0,21.8,18.0,Debre markos
782,2019,2,22,0.6,23.6,11.8,21.3,17.700000000000003,Debre markos
783,2019,2,23,0.5,25.0,11.7,23.7,18.35,Debre markos
784,2019,2,24,0.2,25.3,11.4,24.7,18.35,Debre markos
785,2019,2,25,0.7,25.4,10.8,25.5,18.1,Debre markos
786,2019,2,26,0.0,25.9,11.2,25.6,18.549999999999997,Debre markos
787,2019,2,27,0.1,24.8,10.7,25.0,17.75,Debre markos
788,2019,2,28,0.0,25.2,9.9,26.3,17.55,Debre markos
789,2019,3,1,0.0,24.6,9.4,26.3,17.0,Debre markos
790,2019,3,2,0.0,24.9,8.4,27.4,16.65,Debre markos
791,2019,3,3,0.0,25.7,9.3,27.3,17.5,Debre markos
792,2019,3,4,0.0,25.4,8.7,27.5,17.049999999999997,Debre markos
793,2019,3,5,3.4,24.8,10.2,25.6,17.5,Debre markos
794,2019,3,6,4.2,24.6,11.1,24.1,17.85,Debre markos
795,2019,3,7,2.1,24.2,11.4,23.1,17.8,Debre markos
796,2019,3,8,16.8,21.7,11.5,18.1,16.6,Debre markos
797,2019,3,9,2.7,24.6,10.3,25.3,17.450000000000003,Debre markos
798,2019,3,10,6.8,23.3,11.3,21.8,17.3,Debre markos
799,2019,3,11,6.1,22.9,11.2,21.3,17.049999999999997,Debre markos
800,2019,3,12,14.9,22.9,10.5,22.6,16.7,Debre markos
801,2019,3,13,1.9,24.4,10.8,24.4,17.6,Debre markos
802,2019,3,14,7.2,22.1,11.6,19.0,16.85,Debre markos
803,2019,3,15,6.9,22.8,10.9,21.6,16.85,Debre markos
804,2019,3,16,12.0,21.5,11.3,18.3,16.4,Debre markos
805,2019,3,17,4.8,22.0,11.2,19.6,16.6,Debre markos
806,2019,3,18,7.6,22.5,11.5,20.1,17.0,Debre markos
807,2019,3,19,15.2,21.4,11.5,17.7,16.45,Debre markos
808,2019,3,20,0.0,22.8,10.1,23.0,16.45,Debre markos
809,2019,3,21,2.4,22.6,11.4,20.4,17.0,Debre markos
810,2019,3,22,4.5,23.0,11.3,21.3,17.15,Debre markos
811,2019,3,23,1.1,22.7,11.0,21.1,16.85,Debre markos
812,2019,3,24,0.8,22.4,11.3,20.3,16.85,Debre markos
813,2019,3,25,5.1,22.7,11.8,19.8,17.25,Debre markos
814,2019,3,26,0.2,22.9,11.6,20.4,17.25,Debre markos
815,2019,3,27,8.7,21.7,11.9,17.4,16.8,Debre markos
816,2019,3,28,0.5,23.4,11.2,22.0,17.299999999999997,Debre markos
817,2019,3,29,1.6,22.4,12.4,18.0,17.4,Debre markos
818,2019,3,30,0.1,23.3,12.1,20.2,17.7,Debre markos
819,2019,3,31,0.7,23.0,12.8,18.3,17.9,Debre markos
820,2019,4,1,0.9,23.2,12.7,18.9,17.95,Debre markos
821,2019,4,2,0.2,24.1,12.5,21.0,18.3,Debre markos
822,2019,4,3,0.9,23.1,12.7,18.6,17.9,Debre markos
823,2019,4,4,2.3,21.4,12.2,16.0,16.799999999999997,Debre markos
824,2019,4,5,1.2,23.6,11.8,21.3,17.700000000000003,Debre markos
825,2019,4,6,2.1,22.9,12.2,19.2,17.549999999999997,Debre markos
826,2019,4,7,2.9,22.7,11.8,19.6,17.25,Debre markos
827,2019,4,8,5.5,20.7,12.5,13.5,16.6,Debre markos
828,2019,4,9,0.1,23.8,11.0,22.9,17.4,Debre markos
829,2019,4,10,0.1,24.1,11.7,22.1,17.9,Debre markos
830,2019,4,11,3.0,23.2,12.4,19.3,17.8,Debre markos
831,2019,4,12,10.0,22.4,12.3,17.9,17.35,Debre markos
832,2019,4,13,0.3,24.9,11.3,23.9,18.1,Debre markos
833,2019,4,14,8.5,23.5,12.7,19.2,18.1,Debre markos
834,2019,4,15,3.8,22.9,12.6,18.2,17.75,Debre markos
835,2019,4,16,6.5,21.7,12.8,15.3,17.25,Debre markos
836,2019,4,17,1.1,23.5,12.1,20.3,17.8,Debre markos
837,2019,4,18,0.0,24.0,12.1,21.2,18.05,Debre markos
838,2019,4,19,2.1,23.1,13.1,17.8,18.1,Debre markos
839,2019,4,20,19.5,24.6,12.3,21.9,18.450000000000003,Debre markos
840,2019,4,21,9.3,22.5,12.4,17.9,17.45,Debre markos
841,2019,4,22,21.0,23.3,11.9,20.3,17.6,Debre markos
842,2019,4,23,6.2,22.5,12.3,17.9,17.4,Debre markos
843,2019,4,24,10.1,21.6,11.9,17.0,16.75,Debre markos
844,2019,4,25,3.5,22.3,11.4,19.3,16.85,Debre markos
845,2019,4,26,9.4,20.9,12.4,14.0,16.65,Debre markos
846,2019,4,27,2.0,22.7,11.5,20.0,17.1,Debre markos
847,2019,4,28,7.9,23.3,11.6,20.7,17.45,Debre markos
848,2019,4,29,8.3,22.3,11.7,18.8,17.0,Debre markos
849,2019,4,30,6.6,21.4,11.6,16.9,16.5,Debre markos
850,2019,5,1,7.6,20.9,11.3,16.6,16.1,Debre markos
851,2019,5,2,10.8,21.3,11.6,16.7,16.45,Debre markos
852,2019,5,3,5.2,22.3,11.1,19.7,16.7,Debre markos
853,2019,5,4,10.4,20.7,12.2,14.0,16.45,Debre markos
854,2019,5,5,1.3,22.2,12.4,16.9,17.3,Debre markos
855,2019,5,6,1.3,22.2,12.2,17.4,17.2,Debre markos
856,2019,5,7,0.6,22.9,12.5,18.1,17.7,Debre markos
857,2019,5,8,0.0,24.7,10.4,24.1,17.55,Debre markos
858,2019,5,9,0.0,25.5,9.0,25.8,17.25,Debre markos
859,2019,5,10,0.0,25.3,7.1,26.6,16.2,Debre markos
860,2019,5,11,0.0,25.6,6.4,26.9,16.0,Debre markos
861,2019,5,12,0.0,26.1,6.7,26.9,16.400000000000002,Debre markos
862,2019,5,13,0.0,25.5,7.7,26.3,16.6,Debre markos
863,2019,5,14,0.0,27.8,8.3,26.8,18.05,Debre markos
864,2019,5,15,0.0,26.9,6.0,27.0,16.45,Debre markos
865,2019,5,16,0.0,27.3,8.8,26.4,18.05,Debre markos
866,2019,5,17,0.0,26.1,9.7,25.4,17.9,Debre markos
867,2019,5,18,0.0,26.3,8.0,26.3,17.15,Debre markos
868,2019,5,19,0.0,25.9,7.0,26.4,16.45,Debre markos
869,2019,5,20,0.5,24.9,9.4,24.7,17.15,Debre markos
870,2019,5,21,7.2,23.0,12.2,18.8,17.6,Debre markos
871,2019,5,22,7.3,21.4,11.6,16.7,16.5,Debre markos
872,2019,5,23,1.4,22.8,11.5,19.6,17.15,Debre markos
873,2019,5,24,2.8,22.3,12.5,16.7,17.4,Debre markos
874,2019,5,25,0.6,23.3,12.4,18.7,17.85,Debre markos
875,2019,5,26,2.5,24.5,11.6,21.9,18.05,Debre markos
876,2019,5,27,0.0,24.8,10.8,23.1,17.8,Debre markos
877,2019,5,28,0.5,24.2,11.4,21.7,17.8,Debre markos
878,2019,5,29,2.7,22.4,12.9,16.0,17.65,Debre markos
879,2019,5,30,3.7,22.1,11.8,17.6,16.950000000000003,Debre markos
880,2019,5,31,9.1,20.9,12.3,14.1,16.6,Debre markos
881,2019,6,1,0.9,21.1,10.9,17.4,16.0,Debre markos
882,2019,6,2,2.5,21.6,11.7,16.8,16.65,Debre markos
883,2019,6,3,0.0,23.5,11.4,20.7,17.45,Debre markos
884,2019,6,4,0.0,23.1,11.1,20.5,17.1,Debre markos
885,2019,6,5,0.2,22.8,11.9,18.7,17.35,Debre markos
886,2019,6,6,0.0,22.4,12.0,17.6,17.2,Debre markos
887,2019,6,7,1.8,21.9,11.2,18.2,16.549999999999997,Debre markos
888,2019,6,8,1.1,21.7,10.9,18.5,16.3,Debre markos
889,2019,6,9,0.1,22.5,10.2,20.8,16.35,Debre markos
890,2019,6,10,1.3,21.4,11.8,16.3,16.6,Debre markos
891,2019,6,11,15.7,20.5,11.8,14.3,16.15,Debre markos
892,2019,6,12,1.7,23.4,9.4,22.9,16.4,Debre markos
893,2019,6,13,0.0,24.4,8.0,24.7,16.2,Debre markos
894,2019,6,14,1.0,22.3,8.1,23.1,15.2,Debre markos
895,2019,6,15,1.6,20.3,11.8,14.0,16.05,Debre markos
896,2019,6,16,0.0,23.2,8.7,23.4,15.95,Debre markos
897,2019,6,17,0.0,22.0,8.7,22.0,15.35,Debre markos
898,2019,6,18,3.2,20.8,11.2,16.2,16.0,Debre markos
899,2019,6,19,9.6,18.4,11.2,10.8,14.799999999999999,Debre markos
900,2019,6,20,0.1,22.1,7.8,23.1,14.950000000000001,Debre markos
901,2019,6,21,0.2,23.5,9.4,22.8,16.45,Debre markos
902,2019,6,22,0.0,21.8,9.4,21.0,15.600000000000001,Debre markos
903,2019,6,23,0.0,22.3,9.8,21.1,16.05,Debre markos
904,2019,6,24,1.2,20.8,10.5,17.5,15.65,Debre markos
905,2019,6,25,0.9,20.5,10.7,16.5,15.6,Debre markos
906,2019,6,26,6.0,20.0,11.2,14.4,15.6,Debre markos
907,2019,6,27,9.8,18.6,11.0,11.8,14.8,Debre markos
908,2019,6,28,0.3,20.2,9.7,17.9,14.95,Debre markos
909,2019,6,29,5.5,19.4,10.8,14.0,15.1,Debre markos
910,2019,6,30,0.1,20.9,8.8,20.5,14.85,Debre markos
911,2019,7,1,2.9,20.0,11.2,14.6,15.6,Debre markos
912,2019,7,2,0.0,20.8,10.6,17.4,15.7,Debre markos
913,2019,7,3,0.0,21.3,10.1,19.1,15.7,Debre markos
914,2019,7,4,14.8,21.8,11.1,18.1,16.45,Debre markos
915,2019,7,5,15.2,18.7,11.9,10.0,15.3,Debre markos
916,2019,7,6,0.0,18.7,11.4,11.0,15.05,Debre markos
917,2019,7,7,3.5,19.4,10.8,14.0,15.1,Debre markos
918,2019,7,8,9.7,18.9,11.3,11.8,15.1,Debre markos
919,2019,7,9,8.9,17.7,11.5,8.5,14.6,Debre markos
920,2019,7,10,2.1,18.6,11.9,9.8,15.25,Debre markos
921,2019,7,11,0.0,20.4,10.5,16.7,15.45,Debre markos
922,2019,7,12,1.8,19.8,11.5,13.5,15.65,Debre markos
923,2019,7,13,1.0,20.8,11.0,16.7,15.9,Debre markos
924,2019,7,14,14.3,20.5,12.2,13.5,16.35,Debre markos
925,2019,7,15,17.8,19.5,12.2,11.0,15.85,Debre markos
926,2019,7,16,55.5,18.4,12.3,8.5,15.35,Debre markos
927,2019,7,17,14.5,19.4,11.4,12.8,15.399999999999999,Debre markos
928,2019,7,18,2.0,20.3,11.4,14.8,15.850000000000001,Debre markos
929,2019,7,19,5.8,18.4,12.5,8.1,15.45,Debre markos
930,2019,7,20,2.7,18.8,12.0,10.0,15.4,Debre markos
931,2019,7,21,12.8,19.9,12.1,12.4,16.0,Debre markos
932,2019,7,22,5.4,19.7,12.2,11.7,15.95,Debre markos
933,2019,7,23,0.7,20.9,12.2,14.5,16.549999999999997,Debre markos
934,2019,7,24,20.8,18.8,12.3,9.2,15.55,Debre markos
935,2019,7,25,1.2,18.5,12.0,9.3,15.25,Debre markos
936,2019,7,26,3.6,19.7,11.5,13.4,15.6,Debre markos
937,2019,7,27,0.0,20.4,11.4,15.1,15.899999999999999,Debre markos
938,2019,7,28,0.1,21.5,12.2,15.8,16.85,Debre markos
939,2019,7,29,3.0,21.7,12.1,16.2,16.9,Debre markos
940,2019,7,30,3.6,21.6,12.3,15.9,16.950000000000003,Debre markos
941,2019,7,31,26.1,20.0,12.7,11.3,16.35,Debre markos
942,2019,8,1,98.5,18.1,12.3,7.8,15.200000000000001,Debre markos
943,2019,8,2,3.6,16.7,10.8,8.0,13.75,Debre markos
944,2019,8,3,0.0,21.1,8.9,21.1,15.0,Debre markos
945,2019,8,4,0.0,18.7,10.7,12.7,14.7,Debre markos
946,2019,8,5,0.0,21.6,11.5,17.5,16.55,Debre markos
947,2019,8,6,6.1,19.2,12.5,9.9,15.85,Debre markos
948,2019,8,7,0.3,20.4,11.4,15.2,15.899999999999999,Debre markos
949,2019,8,8,2.2,22.1,11.3,18.9,16.700000000000003,Debre markos
950,2019,8,9,13.1,18.2,11.7,9.5,14.95,Debre markos
951,2019,8,10,0.1,20.0,10.5,16.4,15.25,Debre markos
952,2019,8,11,51.8,17.6,12.3,6.6,14.950000000000001,Debre markos
953,2019,8,12,84.0,17.6,12.3,6.7,14.950000000000001,Debre markos
954,2019,8,13,46.8,16.0,11.7,4.6,13.85,Debre markos
955,2019,8,14,0.0,17.2,10.4,10.2,13.8,Debre markos
956,2019,8,15,0.3,21.4,10.3,19.4,15.85,Debre markos
957,2019,8,16,10.5,18.8,11.5,11.4,15.15,Debre markos
958,2019,8,17,3.2,20.7,10.4,18.0,15.55,Debre markos
959,2019,8,18,6.8,18.5,11.9,9.6,15.2,Debre markos
960,2019,8,19,0.0,20.4,10.2,17.9,15.299999999999999,Debre markos
961,2019,8,20,1.5,20.1,11.4,14.7,15.75,Debre markos
962,2019,8,21,0.0,21.3,11.6,16.7,16.45,Debre markos
963,2019,8,22,0.2,22.5,11.6,19.4,17.05,Debre markos
964,2019,8,23,14.5,21.2,12.5,14.7,16.85,Debre markos
965,2019,8,24,30.1,20.5,12.3,13.5,16.4,Debre markos
966,2019,8,25,19.1,18.3,11.3,10.8,14.8,Debre markos
967,2019,8,26,0.0,20.4,10.5,17.3,15.45,Debre markos
968,2019,8,27,0.3,19.4,11.0,14.0,15.2,Debre markos
969,2019,8,28,10.8,19.0,11.0,13.1,15.0,Debre markos
970,2019,8,29,10.7,19.4,11.7,12.3,15.549999999999999,Debre markos
971,2019,8,30,14.7,20.1,11.1,15.2,15.600000000000001,Debre markos
972,2019,8,31,24.6,19.7,12.0,12.3,15.85,Debre markos
973,2019,9,1,5.8,20.5,11.7,14.9,16.1,Debre markos
974,2019,9,2,0.7,21.4,11.1,18.2,16.25,Debre markos
975,2019,9,3,1.4,21.3,11.3,17.5,16.3,Debre markos
976,2019,9,4,24.4,21.8,11.1,19.1,16.45,Debre markos
977,2019,9,5,1.3,20.8,12.0,15.0,16.4,Debre markos
978,2019,9,6,1.3,21.1,11.4,17.0,16.25,Debre markos
979,2019,9,7,32.4,20.4,12.0,14.0,16.2,Debre markos
980,2019,9,8,6.2,19.9,12.1,12.6,16.0,Debre markos
981,2019,9,9,0.2,22.7,10.8,21.3,16.75,Debre markos
982,2019,9,10,6.5,20.7,10.8,17.5,15.75,Debre markos
983,2019,9,11,13.8,20.9,11.0,17.3,15.95,Debre markos
984,2019,9,12,12.4,19.0,11.5,11.9,15.25,Debre markos
985,2019,9,13,5.1,19.6,10.9,14.8,15.25,Debre markos
986,2019,9,14,12.2,20.1,11.2,15.2,15.65,Debre markos
987,2019,9,15,0.0,21.1,10.7,18.5,15.9,Debre markos
988,2019,9,16,5.6,21.7,10.5,20.3,16.1,Debre markos
989,2019,9,17,3.4,21.8,11.5,18.3,16.65,Debre markos
990,2019,9,18,10.6,21.0,11.6,16.4,16.3,Debre markos
991,2019,9,19,3.2,20.5,11.4,15.8,15.95,Debre markos
992,2019,9,20,1.2,20.4,11.2,15.8,15.799999999999999,Debre markos
993,2019,9,21,0.2,21.4,11.2,18.1,16.299999999999997,Debre markos
994,2019,9,22,0.0,22.2,9.9,22.1,16.05,Debre markos
995,2019,9,23,0.0,21.9,9.1,23.0,15.5,Debre markos
996,2019,9,24,0.0,21.1,9.1,21.6,15.100000000000001,Debre markos
997,2019,9,25,0.0,23.2,10.8,22.3,17.0,Debre markos
998,2019,9,26,0.5,24.2,10.5,24.2,17.35,Debre markos
999,2019,9,27,0.0,23.1,10.6,22.5,16.85,Debre markos
1000,2019,9,28,0.0,22.6,9.3,23.7,15.950000000000001,Debre markos
1001,2019,9,29,4.6,20.3,9.8,18.8,15.05,Debre markos
1002,2019,9,30,0.0,22.5,9.1,23.8,15.8,Debre markos
1003,2019,10,1,0.5,22.1,10.5,21.1,16.3,Debre markos
1004,2019,10,2,3.2,21.0,11.1,17.7,16.05,Debre markos
1005,2019,10,3,6.1,20.6,11.5,15.6,16.05,Debre markos
1006,2019,10,4,0.0,22.2,10.8,20.5,16.5,Debre markos
1007,2019,10,5,0.0,23.0,10.2,23.0,16.6,Debre markos
1008,2019,10,6,0.0,22.9,10.0,23.0,16.45,Debre markos
1009,2019,10,7,0.0,22.9,9.0,24.5,15.95,Debre markos
1010,2019,10,8,0.0,22.4,11.1,20.3,16.75,Debre markos
1011,2019,10,9,0.0,23.7,10.8,23.2,17.25,Debre markos
1012,2019,10,10,0.0,23.7,9.6,24.8,16.65,Debre markos
1013,2019,10,11,0.1,24.4,10.1,25.0,17.25,Debre markos
1014,2019,10,12,0.3,22.6,11.7,19.6,17.15,Debre markos
1015,2019,10,13,0.3,23.0,11.5,20.8,17.25,Debre markos
1016,2019,10,14,0.6,23.1,12.1,19.8,17.6,Debre markos
1017,2019,10,15,0.0,23.0,11.6,20.6,17.3,Debre markos
1018,2019,10,16,0.3,23.5,11.5,21.7,17.5,Debre markos
1019,2019,10,17,0.1,23.5,12.4,19.9,17.95,Debre markos
1020,2019,10,18,2.3,22.1,11.7,18.7,16.9,Debre markos
1021,2019,10,19,1.9,23.5,12.2,20.3,17.85,Debre markos
1022,2019,10,20,0.0,24.0,12.3,21.0,18.15,Debre markos
1023,2019,10,21,0.0,24.1,12.0,21.8,18.05,Debre markos
1024,2019,10,22,0.3,23.3,11.8,20.7,17.55,Debre markos
1025,2019,10,23,0.9,23.8,11.9,21.4,17.85,Debre markos
1026,2019,10,24,4.4,22.7,11.5,20.1,17.1,Debre markos
1027,2019,10,25,17.2,21.2,11.6,17.0,16.4,Debre markos
1028,2019,10,26,4.4,22.2,11.3,19.7,16.75,Debre markos
1029,2019,10,27,0.0,23.1,11.2,21.4,17.15,Debre markos
1030,2019,10,28,0.0,23.8,10.8,23.2,17.3,Debre markos
1031,2019,10,29,0.0,23.9,11.2,22.6,17.549999999999997,Debre markos
1032,2019,10,30,0.0,23.1,11.0,21.5,17.05,Debre markos
1033,2019,10,31,0.0,23.7,11.8,21.4,17.75,Debre markos
1034,2019,11,1,0.7,23.5,11.7,21.1,17.6,Debre markos
1035,2019,11,2,3.6,22.4,11.6,19.2,17.0,Debre markos
1036,2019,11,3,0.0,22.0,11.5,18.8,16.75,Debre markos
1037,2019,11,4,8.8,21.7,11.2,18.8,16.45,Debre markos
1038,2019,11,5,6.0,22.0,11.0,19.6,16.5,Debre markos
1039,2019,11,6,10.4,21.6,11.0,18.7,16.3,Debre markos
1040,2019,11,7,14.8,21.4,11.0,18.6,16.2,Debre markos
1041,2019,11,8,3.8,20.8,11.0,17.4,15.9,Debre markos
1042,2019,11,9,3.4,22.0,10.9,19.8,16.45,Debre markos
1043,2019,11,10,1.4,22.6,11.1,20.6,16.85,Debre markos
1044,2019,11,11,2.9,21.3,11.4,17.4,16.35,Debre markos
1045,2019,11,12,1.3,21.4,11.2,18.0,16.299999999999997,Debre markos
1046,2019,11,13,1.8,22.1,11.0,19.7,16.55,Debre markos
1047,2019,11,14,0.2,22.5,10.9,20.7,16.7,Debre markos
1048,2019,11,15,17.2,20.5,11.4,15.6,15.95,Debre markos
1049,2019,11,16,0.0,22.1,10.7,20.3,16.4,Debre markos
1050,2019,11,17,0.0,22.4,11.0,20.3,16.7,Debre markos
1051,2019,11,18,1.3,22.2,11.2,19.6,16.7,Debre markos
1052,2019,11,19,10.1,20.3,11.5,14.8,15.9,Debre markos
1053,2019,11,20,5.1,21.3,10.5,19.2,15.9,Debre markos
1054,2019,11,21,8.8,20.0,11.1,15.1,15.55,Debre markos
1055,2019,11,22,0.6,21.7,10.5,19.8,16.1,Debre markos
1056,2019,11,23,1.7,21.8,10.6,19.9,16.2,Debre markos
1057,2019,11,24,0.0,20.4,11.1,16.0,15.75,Debre markos
1058,2019,11,25,0.6,21.6,10.0,20.5,15.8,Debre markos
1059,2019,11,26,0.6,20.8,10.5,18.0,15.65,Debre markos
1060,2019,11,27,0.0,22.7,10.7,21.2,16.7,Debre markos
1061,2019,11,28,0.3,22.1,10.9,19.7,16.5,Debre markos
1062,2019,11,29,0.0,21.4,10.9,18.5,16.15,Debre markos
1063,2019,11,30,2.0,20.4,11.1,15.9,15.75,Debre markos
1064,2019,12,1,0.0,22.5,9.9,22.1,16.2,Debre markos
1065,2019,12,2,0.0,22.4,10.4,21.1,16.4,Debre markos
1066,2019,12,3,0.1,21.5,10.7,19.1,16.1,Debre markos
1067,2019,12,4,0.0,21.3,10.3,19.5,15.8,Debre markos
1068,2019,12,5,0.0,21.7,9.8,20.9,15.75,Debre markos
1069,2019,12,6,0.0,21.7,9.3,21.7,15.5,Debre markos
1070,2019,12,7,0.0,22.4,10.4,21.0,16.4,Debre markos
1071,2019,12,8,0.0,22.5,10.0,21.7,16.25,Debre markos
1072,2019,12,9,0.0,20.5,10.7,16.9,15.6,Debre markos
1073,2019,12,10,0.0,21.1,9.3,20.7,15.200000000000001,Debre markos
1074,2019,12,11,0.0,22.0,8.6,23.2,15.3,Debre markos
1075,2019,12,12,0.0,21.5,8.5,22.6,15.0,Debre markos
1076,2019,12,13,0.0,22.1,9.4,22.2,15.75,Debre markos
1077,2019,12,14,0.0,22.4,9.4,22.6,15.899999999999999,Debre markos
1078,2019,12,15,0.0,21.4,10.5,19.2,15.95,Debre markos
1079,2019,12,16,0.6,20.3,10.2,17.6,15.25,Debre markos
1080,2019,12,17,0.0,19.4,8.7,18.7,14.049999999999999,Debre markos
1081,2019,12,18,0.0,20.1,7.4,22.1,13.75,Debre markos
1082,2019,12,19,0.0,21.9,8.1,23.6,15.0,Debre markos
1083,2019,12,20,0.0,22.0,8.9,22.6,15.45,Debre markos
1084,2019,12,21,0.0,21.8,9.7,21.2,15.75,Debre markos
1085,2019,12,22,0.0,22.4,8.9,23.2,15.649999999999999,Debre markos
1086,2019,12,23,0.0,22.4,9.2,22.8,15.799999999999999,Debre markos
1087,2019,12,24,0.0,22.2,9.5,22.1,15.85,Debre markos
1088,2019,12,25,0.0,22.5,9.2,22.9,15.85,Debre markos
1089,2019,12,26,0.0,22.7,8.0,24.5,15.35,Debre markos
1090,2019,12,27,0.0,22.5,7.9,24.5,15.2,Debre markos
1091,2019,12,28,0.0,22.4,7.5,24.7,14.95,Debre markos
1092,2019,12,29,0.0,22.7,9.0,23.4,15.85,Debre markos
1093,2019,12,30,0.0,24.3,10.9,23.1,17.6,Debre markos
1094,2019,12,31,0.0,22.4,9.4,22.6,15.899999999999999,Debre markos
1095,2020,1,1,0.0,24.4,9.9,24.4,17.15,Debre markos
1096,2020,1,2,0.0,25.3,10.8,24.4,18.05,Debre markos
1097,2020,1,3,0.0,24.9,10.4,24.4,17.65,Debre markos
1098,2020,1,4,0.0,24.6,9.1,25.3,16.85,Debre markos
1099,2020,1,5,0.0,24.6,9.4,25.2,17.0,Debre markos
1100,2020,1,6,0.0,25.9,11.8,24.0,18.85,Debre markos
1101,2020,1,7,0.0,24.4,10.9,23.3,17.65,Debre markos
1102,2020,1,8,0.0,25.0,11.3,23.7,18.15,Debre markos
1103,2020,1,9,0.0,24.3,10.9,23.2,17.6,Debre markos
1104,2020,1,10,0.0,24.6,11.1,23.5,17.85,Debre markos
1105,2020,1,11,0.3,24.5,11.9,22.1,18.2,Debre markos
1106,2020,1,12,0.1,23.4,11.2,21.5,17.299999999999997,Debre markos
1107,2020,1,13,0.5,23.6,11.4,21.7,17.5,Debre markos
1108,2020,1,14,2.1,22.4,11.3,19.6,16.85,Debre markos
1109,2020,1,15,0.6,23.1,10.9,21.6,17.0,Debre markos
1110,2020,1,16,0.0,22.2,11.4,19.0,16.8,Debre markos
1111,2020,1,17,0.0,24.2,10.7,23.5,17.45,Debre markos
1112,2020,1,18,0.0,25.1,10.6,24.7,17.85,Debre markos
1113,2020,1,19,0.0,25.0,10.5,24.7,17.75,Debre markos
1114,2020,1,20,0.0,25.7,11.0,24.9,18.35,Debre markos
1115,2020,1,21,0.6,23.5,10.9,22.4,17.2,Debre markos
1116,2020,1,22,1.0,23.8,10.6,23.1,17.2,Debre markos
1117,2020,1,23,0.0,21.9,10.8,19.7,16.35,Debre markos
1118,2020,1,24,5.8,21.2,10.5,19.1,15.85,Debre markos
1119,2020,1,25,0.0,22.6,10.6,21.5,16.6,Debre markos
1120,2020,1,26,0.0,22.1,11.4,19.1,16.75,Debre markos
1121,2020,1,27,0.0,23.0,10.6,22.2,16.8,Debre markos
1122,2020,1,28,0.0,24.1,10.7,23.5,17.4,Debre markos
1123,2020,1,29,0.0,24.5,11.7,22.7,18.1,Debre markos
1124,2020,1,30,1.3,23.1,11.6,20.6,17.35,Debre markos
1125,2020,1,31,1.3,24.1,11.2,22.9,17.65,Debre markos
1126,2020,2,1,0.0,23.2,11.1,21.8,17.15,Debre markos
1127,2020,2,2,0.0,21.4,11.2,18.2,16.299999999999997,Debre markos
1128,2020,2,3,1.7,22.5,10.7,21.2,16.6,Debre markos
1129,2020,2,4,10.2,20.4,10.9,16.6,15.649999999999999,Debre markos
1130,2020,2,5,7.5,21.8,10.6,20.0,16.2,Debre markos
1131,2020,2,6,1.3,23.2,11.1,21.7,17.15,Debre markos
1132,2020,2,7,7.7,21.3,11.0,18.3,16.15,Debre markos
1133,2020,2,8,0.2,22.3,10.3,21.7,16.3,Debre markos
1134,2020,2,9,0.0,22.7,11.2,20.8,16.95,Debre markos
1135,2020,2,10,0.0,23.4,10.8,22.6,17.1,Debre markos
1136,2020,2,11,1.5,24.0,11.4,22.7,17.7,Debre markos
1137,2020,2,12,2.2,22.2,11.0,20.2,16.6,Debre markos
1138,2020,2,13,2.9,21.9,10.6,20.4,16.25,Debre markos
1139,2020,2,14,0.0,23.4,9.4,24.6,16.4,Debre markos
1140,2020,2,15,0.0,24.3,8.8,26.3,16.55,Debre markos
1141,2020,2,16,0.0,24.2,8.1,26.9,16.15,Debre markos
1142,2020,2,17,0.0,24.3,8.8,26.3,16.55,Debre markos
1143,2020,2,18,2.8,22.7,10.9,21.4,16.8,Debre markos
1144,2020,2,19,0.0,22.8,11.4,20.7,17.1,Debre markos
1145,2020,2,20,11.7,22.0,11.6,18.8,16.8,Debre markos
1146,2020,2,21,0.8,21.4,10.8,19.0,16.1,Debre markos
1147,2020,2,22,0.0,23.9,10.3,24.2,17.1,Debre markos
1148,2020,2,23,0.0,24.1,9.5,25.5,16.8,Debre markos
1149,2020,2,24,0.0,24.3,8.6,26.6,16.45,Debre markos
1150,2020,2,25,0.0,24.1,8.3,26.7,16.200000000000003,Debre markos
1151,2020,2,26,0.0,24.5,8.0,27.3,16.25,Debre markos
1152,2020,2,27,0.0,25.0,8.8,27.1,16.9,Debre markos
1153,2020,2,28,0.0,25.1,9.0,27.1,17.05,Debre markos
1154,2020,3,1,0.0,26.2,8.0,28.4,17.1,Debre markos
1155,2020,3,2,0.0,26.0,9.5,27.4,17.75,Debre markos
1156,2020,3,3,0.0,26.3,8.9,28.0,17.6,Debre markos
1157,2020,3,4,0.0,25.4,7.5,28.3,16.45,Debre markos
1158,2020,3,5,0.0,25.6,7.6,28.3,16.6,Debre markos
1159,2020,3,6,0.0,25.6,8.7,27.7,17.15,Debre markos
1160,2020,3,7,0.0,26.0,9.2,27.6,17.6,Debre markos
1161,2020,3,8,0.0,26.3,11.2,26.2,18.75,Debre markos
1162,2020,3,9,0.0,27.8,13.9,24.7,20.85,Debre markos
1163,2020,3,10,0.0,27.7,12.5,26.3,20.1,Debre markos
1164,2020,3,11,0.0,28.2,11.5,27.5,19.85,Debre markos
