level_0,index,year,month,day,rain,tmax,tmin,srad,Tmean,district
751,751,2019,1,22,0.0,27.3,11.9,25.6,19.6,Debre Elias
752,752,2019,1,23,0.0,26.3,11.4,25.2,18.85,Debre Elias
753,753,2019,1,24,0.0,26.7,11.7,25.4,19.2,Debre Elias
754,754,2019,1,25,0.0,25.9,10.8,25.5,18.35,Debre Elias
755,755,2019,1,26,0.0,24.8,10.2,24.9,17.5,Debre Elias
756,756,2019,1,27,0.0,25.4,10.6,25.3,18.0,Debre Elias
757,757,2019,1,28,0.0,26.5,10.9,26.0,18.7,Debre Elias
758,758,2019,1,29,0.0,27.3,12.8,25.0,20.05,Debre Elias
759,759,2019,1,30,0.0,28.4,11.6,26.9,20.0,Debre Elias
760,760,2019,1,31,0.0,28.3,10.3,27.6,19.3,Debre Elias
761,761,2019,2,1,0.0,27.1,11.4,26.1,19.25,Debre Elias
762,762,2019,2,2,0.0,27.6,10.0,27.5,18.8,Debre Elias
763,763,2019,2,3,0.0,27.6,9.2,27.9,18.4,Debre Elias
764,764,2019,2,4,0.0,27.6,9.5,27.8,18.55,Debre Elias
765,765,2019,2,5,0.0,27.6,10.5,27.2,19.05,Debre Elias
766,766,2019,2,6,0.0,27.2,10.4,27.1,18.8,Debre Elias
767,767,2019,2,7,0.0,26.7,12.6,24.6,19.65,Debre Elias
768,768,2019,2,8,0.0,25.2,12.4,22.8,18.8,Debre Elias
769,769,2019,2,9,0.0,23.3,12.1,20.1,17.7,Debre Elias
770,770,2019,2,10,0.0,26.3,12.2,24.7,19.25,Debre Elias
771,771,2019,2,11,0.0,27.1,10.7,27.0,18.9,Debre Elias
772,772,2019,2,12,0.0,26.8,9.6,27.6,18.2,Debre Elias
773,773,2019,2,13,0.0,27.2,10.3,27.4,18.75,Debre Elias
774,774,2019,2,14,0.0,26.8,12.1,25.5,19.45,Debre Elias
775,775,2019,2,15,0.0,26.3,11.6,25.6,18.95,Debre Elias
776,776,2019,2,16,0.0,26.9,10.8,26.9,18.85,Debre Elias
777,777,2019,2,17,0.0,26.0,11.4,25.4,18.7,Debre Elias
778,778,2019,2,18,0.0,26.4,11.4,25.9,18.9,Debre Elias
779,779,2019,2,19,0.0,25.6,11.0,25.5,18.3,Debre Elias
780,780,2019,2,20,0.0,26.4,11.7,25.6,19.049999999999997,Debre Elias
781,781,2019,2,21,0.0,24.0,12.0,21.8,18.0,Debre Elias
782,782,2019,2,22,0.6,23.6,11.8,21.3,17.700000000000003,Debre Elias
783,783,2019,2,23,0.5,25.0,11.7,23.7,18.35,Debre Elias
784,784,2019,2,24,0.2,25.3,11.4,24.7,18.35,Debre Elias
785,785,2019,2,25,0.7,25.4,10.8,25.5,18.1,Debre Elias
786,786,2019,2,26,0.0,25.9,11.2,25.6,18.549999999999997,Debre Elias
787,787,2019,2,27,0.1,24.8,10.7,25.0,17.75,Debre Elias
788,788,2019,2,28,0.0,25.2,9.9,26.3,17.55,Debre Elias
789,789,2019,3,1,0.0,24.6,9.4,26.3,17.0,Debre Elias
790,790,2019,3,2,0.0,24.9,8.4,27.4,16.65,Debre Elias
791,791,2019,3,3,0.0,25.7,9.3,27.3,17.5,Debre Elias
792,792,2019,3,4,0.0,25.4,8.7,27.5,17.049999999999997,Debre Elias
793,793,2019,3,5,3.4,24.8,10.2,25.6,17.5,Debre Elias
794,794,2019,3,6,4.2,24.6,11.1,24.1,17.85,Debre Elias
795,795,2019,3,7,2.1,24.2,11.4,23.1,17.8,Debre Elias
796,796,2019,3,8,16.8,21.7,11.5,18.1,16.6,Debre Elias
797,797,2019,3,9,2.7,24.6,10.3,25.3,17.450000000000003,Debre Elias
798,798,2019,3,10,6.8,23.3,11.3,21.8,17.3,Debre Elias
799,799,2019,3,11,6.1,22.9,11.2,21.3,17.049999999999997,Debre Elias
800,800,2019,3,12,14.9,22.9,10.5,22.6,16.7,Debre Elias
801,801,2019,3,13,1.9,24.4,10.8,24.4,17.6,Debre Elias
802,802,2019,3,14,7.2,22.1,11.6,19.0,16.85,Debre Elias
803,803,2019,3,15,6.9,22.8,10.9,21.6,16.85,Debre Elias
804,804,2019,3,16,12.0,21.5,11.3,18.3,16.4,Debre Elias
805,805,2019,3,17,4.8,22.0,11.2,19.6,16.6,Debre Elias
806,806,2019,3,18,7.6,22.5,11.5,20.1,17.0,Debre Elias
807,807,2019,3,19,15.2,21.4,11.5,17.7,16.45,Debre Elias
808,808,2019,3,20,0.0,22.8,10.1,23.0,16.45,Debre Elias
809,809,2019,3,21,2.4,22.6,11.4,20.4,17.0,Debre Elias
810,810,2019,3,22,4.5,23.0,11.3,21.3,17.15,Debre Elias
811,811,2019,3,23,1.1,22.7,11.0,21.1,16.85,Debre Elias
812,812,2019,3,24,0.8,22.4,11.3,20.3,16.85,Debre Elias
813,813,2019,3,25,5.1,22.7,11.8,19.8,17.25,Debre Elias
814,814,2019,3,26,0.2,22.9,11.6,20.4,17.25,Debre Elias
815,815,2019,3,27,8.7,21.7,11.9,17.4,16.8,Debre Elias
816,816,2019,3,28,0.5,23.4,11.2,22.0,17.299999999999997,Debre Elias
817,817,2019,3,29,1.6,22.4,12.4,18.0,17.4,Debre Elias
818,818,2019,3,30,0.1,23.3,12.1,20.2,17.7,Debre Elias
819,819,2019,3,31,0.7,23.0,12.8,18.3,17.9,Debre Elias
820,820,2019,4,1,0.9,23.2,12.7,18.9,17.95,Debre Elias
821,821,2019,4,2,0.2,24.1,12.5,21.0,18.3,Debre Elias
822,822,2019,4,3,0.9,23.1,12.7,18.6,17.9,Debre Elias
823,823,2019,4,4,2.3,21.4,12.2,16.0,16.799999999999997,Debre Elias
824,824,2019,4,5,1.2,23.6,11.8,21.3,17.700000000000003,Debre Elias
825,825,2019,4,6,2.1,22.9,12.2,19.2,17.549999999999997,Debre Elias
826,826,2019,4,7,2.9,22.7,11.8,19.6,17.25,Debre Elias
827,827,2019,4,8,5.5,20.7,12.5,13.5,16.6,Debre Elias
828,828,2019,4,9,0.1,23.8,11.0,22.9,17.4,Debre Elias
829,829,2019,4,10,0.1,24.1,11.7,22.1,17.9,Debre Elias
830,830,2019,4,11,3.0,23.2,12.4,19.3,17.8,Debre Elias
831,831,2019,4,12,10.0,22.4,12.3,17.9,17.35,Debre Elias
832,832,2019,4,13,0.3,24.9,11.3,23.9,18.1,Debre Elias
833,833,2019,4,14,8.5,23.5,12.7,19.2,18.1,Debre Elias
834,834,2019,4,15,3.8,22.9,12.6,18.2,17.75,Debre Elias
835,835,2019,4,16,6.5,21.7,12.8,15.3,17.25,Debre Elias
836,836,2019,4,17,1.1,23.5,12.1,20.3,17.8,Debre Elias
837,837,2019,4,18,0.0,24.0,12.1,21.2,18.05,Debre Elias
838,838,2019,4,19,2.1,23.1,13.1,17.8,18.1,Debre Elias
839,839,2019,4,20,19.5,24.6,12.3,21.9,18.450000000000003,Debre Elias
840,840,2019,4,21,9.3,22.5,12.4,17.9,17.45,Debre Elias
841,841,2019,4,22,21.0,23.3,11.9,20.3,17.6,Debre Elias
842,842,2019,4,23,6.2,22.5,12.3,17.9,17.4,Debre Elias
843,843,2019,4,24,10.1,21.6,11.9,17.0,16.75,Debre Elias
844,844,2019,4,25,3.5,22.3,11.4,19.3,16.85,Debre Elias
845,845,2019,4,26,9.4,20.9,12.4,14.0,16.65,Debre Elias
846,846,2019,4,27,2.0,22.7,11.5,20.0,17.1,Debre Elias
847,847,2019,4,28,7.9,23.3,11.6,20.7,17.45,Debre Elias
848,848,2019,4,29,8.3,22.3,11.7,18.8,17.0,Debre Elias
849,849,2019,4,30,6.6,21.4,11.6,16.9,16.5,Debre Elias
850,850,2019,5,1,7.6,20.9,11.3,16.6,16.1,Debre Elias
851,851,2019,5,2,10.8,21.3,11.6,16.7,16.45,Debre Elias
852,852,2019,5,3,5.2,22.3,11.1,19.7,16.7,Debre Elias
853,853,2019,5,4,10.4,20.7,12.2,14.0,16.45,Debre Elias
854,854,2019,5,5,1.3,22.2,12.4,16.9,17.3,Debre Elias
855,855,2019,5,6,1.3,22.2,12.2,17.4,17.2,Debre Elias
856,856,2019,5,7,0.6,22.9,12.5,18.1,17.7,Debre Elias
857,857,2019,5,8,0.0,24.7,10.4,24.1,17.55,Debre Elias
858,858,2019,5,9,0.0,25.5,9.0,25.8,17.25,Debre Elias
859,859,2019,5,10,0.0,25.3,7.1,26.6,16.2,Debre Elias
860,860,2019,5,11,0.0,25.6,6.4,26.9,16.0,Debre Elias
861,861,2019,5,12,0.0,26.1,6.7,26.9,16.400000000000002,Debre Elias
862,862,2019,5,13,0.0,25.5,7.7,26.3,16.6,Debre Elias
863,863,2019,5,14,0.0,27.8,8.3,26.8,18.05,Debre Elias
864,864,2019,5,15,0.0,26.9,6.0,27.0,16.45,Debre Elias
865,865,2019,5,16,0.0,27.3,8.8,26.4,18.05,Debre Elias
866,866,2019,5,17,0.0,26.1,9.7,25.4,17.9,Debre Elias
867,867,2019,5,18,0.0,26.3,8.0,26.3,17.15,Debre Elias
868,868,2019,5,19,0.0,25.9,7.0,26.4,16.45,Debre Elias
869,869,2019,5,20,0.5,24.9,9.4,24.7,17.15,Debre Elias
870,870,2019,5,21,7.2,23.0,12.2,18.8,17.6,Debre Elias
871,871,2019,5,22,7.3,21.4,11.6,16.7,16.5,Debre Elias
872,872,2019,5,23,1.4,22.8,11.5,19.6,17.15,Debre Elias
873,873,2019,5,24,2.8,22.3,12.5,16.7,17.4,Debre Elias
874,874,2019,5,25,0.6,23.3,12.4,18.7,17.85,Debre Elias
875,875,2019,5,26,2.5,24.5,11.6,21.9,18.05,Debre Elias
876,876,2019,5,27,0.0,24.8,10.8,23.1,17.8,Debre Elias
877,877,2019,5,28,0.5,24.2,11.4,21.7,17.8,Debre Elias
878,878,2019,5,29,2.7,22.4,12.9,16.0,17.65,Debre Elias
879,879,2019,5,30,3.7,22.1,11.8,17.6,16.950000000000003,Debre Elias
880,880,2019,5,31,9.1,20.9,12.3,14.1,16.6,Debre Elias
881,881,2019,6,1,0.9,21.1,10.9,17.4,16.0,Debre Elias
882,882,2019,6,2,2.5,21.6,11.7,16.8,16.65,Debre Elias
883,883,2019,6,3,0.0,23.5,11.4,20.7,17.45,Debre Elias
884,884,2019,6,4,0.0,23.1,11.1,20.5,17.1,Debre Elias
885,885,2019,6,5,0.2,22.8,11.9,18.7,17.35,Debre Elias
886,886,2019,6,6,0.0,22.4,12.0,17.6,17.2,Debre Elias
887,887,2019,6,7,1.8,21.9,11.2,18.2,16.549999999999997,Debre Elias
888,888,2019,6,8,1.1,21.7,10.9,18.5,16.3,Debre Elias
889,889,2019,6,9,0.1,22.5,10.2,20.8,16.35,Debre Elias
890,890,2019,6,10,1.3,21.4,11.8,16.3,16.6,Debre Elias
891,891,2019,6,11,15.7,20.5,11.8,14.3,16.15,Debre Elias
892,892,2019,6,12,1.7,23.4,9.4,22.9,16.4,Debre Elias
893,893,2019,6,13,0.0,24.4,8.0,24.7,16.2,Debre Elias
894,894,2019,6,14,1.0,22.3,8.1,23.1,15.2,Debre Elias
895,895,2019,6,15,1.6,20.3,11.8,14.0,16.05,Debre Elias
896,896,2019,6,16,0.0,23.2,8.7,23.4,15.95,Debre Elias
897,897,2019,6,17,0.0,22.0,8.7,22.0,15.35,Debre Elias
898,898,2019,6,18,3.2,20.8,11.2,16.2,16.0,Debre Elias
899,899,2019,6,19,9.6,18.4,11.2,10.8,14.799999999999999,Debre Elias
900,900,2019,6,20,0.1,22.1,7.8,23.1,14.950000000000001,Debre Elias
901,901,2019,6,21,0.2,23.5,9.4,22.8,16.45,Debre Elias
902,902,2019,6,22,0.0,21.8,9.4,21.0,15.600000000000001,Debre Elias
903,903,2019,6,23,0.0,22.3,9.8,21.1,16.05,Debre Elias
904,904,2019,6,24,1.2,20.8,10.5,17.5,15.65,Debre Elias
905,905,2019,6,25,0.9,20.5,10.7,16.5,15.6,Debre Elias
906,906,2019,6,26,6.0,20.0,11.2,14.4,15.6,Debre Elias
907,907,2019,6,27,9.8,18.6,11.0,11.8,14.8,Debre Elias
908,908,2019,6,28,0.3,20.2,9.7,17.9,14.95,Debre Elias
909,909,2019,6,29,5.5,19.4,10.8,14.0,15.1,Debre Elias
910,910,2019,6,30,0.1,20.9,8.8,20.5,14.85,Debre Elias
911,911,2019,7,1,2.9,20.0,11.2,14.6,15.6,Debre Elias
912,912,2019,7,2,0.0,20.8,10.6,17.4,15.7,Debre Elias
913,913,2019,7,3,0.0,21.3,10.1,19.1,15.7,Debre Elias
914,914,2019,7,4,14.8,21.8,11.1,18.1,16.45,Debre Elias
915,915,2019,7,5,15.2,18.7,11.9,10.0,15.3,Debre Elias
916,916,2019,7,6,0.0,18.7,11.4,11.0,15.05,Debre Elias
917,917,2019,7,7,3.5,19.4,10.8,14.0,15.1,Debre Elias
918,918,2019,7,8,9.7,18.9,11.3,11.8,15.1,Debre Elias
919,919,2019,7,9,8.9,17.7,11.5,8.5,14.6,Debre Elias
920,920,2019,7,10,2.1,18.6,11.9,9.8,15.25,Debre Elias
921,921,2019,7,11,0.0,20.4,10.5,16.7,15.45,Debre Elias
922,922,2019,7,12,1.8,19.8,11.5,13.5,15.65,Debre Elias
923,923,2019,7,13,1.0,20.8,11.0,16.7,15.9,Debre Elias
924,924,2019,7,14,14.3,20.5,12.2,13.5,16.35,Debre Elias
925,925,2019,7,15,17.8,19.5,12.2,11.0,15.85,Debre Elias
926,926,2019,7,16,55.5,18.4,12.3,8.5,15.35,Debre Elias
927,927,2019,7,17,14.5,19.4,11.4,12.8,15.399999999999999,Debre Elias
928,928,2019,7,18,2.0,20.3,11.4,14.8,15.850000000000001,Debre Elias
929,929,2019,7,19,5.8,18.4,12.5,8.1,15.45,Debre Elias
930,930,2019,7,20,2.7,18.8,12.0,10.0,15.4,Debre Elias
931,931,2019,7,21,12.8,19.9,12.1,12.4,16.0,Debre Elias
932,932,2019,7,22,5.4,19.7,12.2,11.7,15.95,Debre Elias
933,933,2019,7,23,0.7,20.9,12.2,14.5,16.549999999999997,Debre Elias
934,934,2019,7,24,20.8,18.8,12.3,9.2,15.55,Debre Elias
935,935,2019,7,25,1.2,18.5,12.0,9.3,15.25,Debre Elias
936,936,2019,7,26,3.6,19.7,11.5,13.4,15.6,Debre Elias
937,937,2019,7,27,0.0,20.4,11.4,15.1,15.899999999999999,Debre Elias
938,938,2019,7,28,0.1,21.5,12.2,15.8,16.85,Debre Elias
939,939,2019,7,29,3.0,21.7,12.1,16.2,16.9,Debre Elias
940,940,2019,7,30,3.6,21.6,12.3,15.9,16.950000000000003,Debre Elias
941,941,2019,7,31,26.1,20.0,12.7,11.3,16.35,Debre Elias
942,942,2019,8,1,98.5,18.1,12.3,7.8,15.200000000000001,Debre Elias
943,943,2019,8,2,3.6,16.7,10.8,8.0,13.75,Debre Elias
944,944,2019,8,3,0.0,21.1,8.9,21.1,15.0,Debre Elias
945,945,2019,8,4,0.0,18.7,10.7,12.7,14.7,Debre Elias
946,946,2019,8,5,0.0,21.6,11.5,17.5,16.55,Debre Elias
947,947,2019,8,6,6.1,19.2,12.5,9.9,15.85,Debre Elias
948,948,2019,8,7,0.3,20.4,11.4,15.2,15.899999999999999,Debre Elias
949,949,2019,8,8,2.2,22.1,11.3,18.9,16.700000000000003,Debre Elias
950,950,2019,8,9,13.1,18.2,11.7,9.5,14.95,Debre Elias
951,951,2019,8,10,0.1,20.0,10.5,16.4,15.25,Debre Elias
952,952,2019,8,11,51.8,17.6,12.3,6.6,14.950000000000001,Debre Elias
953,953,2019,8,12,84.0,17.6,12.3,6.7,14.950000000000001,Debre Elias
954,954,2019,8,13,46.8,16.0,11.7,4.6,13.85,Debre Elias
955,955,2019,8,14,0.0,17.2,10.4,10.2,13.8,Debre Elias
956,956,2019,8,15,0.3,21.4,10.3,19.4,15.85,Debre Elias
957,957,2019,8,16,10.5,18.8,11.5,11.4,15.15,Debre Elias
958,958,2019,8,17,3.2,20.7,10.4,18.0,15.55,Debre Elias
959,959,2019,8,18,6.8,18.5,11.9,9.6,15.2,Debre Elias
960,960,2019,8,19,0.0,20.4,10.2,17.9,15.299999999999999,Debre Elias
961,961,2019,8,20,1.5,20.1,11.4,14.7,15.75,Debre Elias
962,962,2019,8,21,0.0,21.3,11.6,16.7,16.45,Debre Elias
963,963,2019,8,22,0.2,22.5,11.6,19.4,17.05,Debre Elias
964,964,2019,8,23,14.5,21.2,12.5,14.7,16.85,Debre Elias
965,965,2019,8,24,30.1,20.5,12.3,13.5,16.4,Debre Elias
966,966,2019,8,25,19.1,18.3,11.3,10.8,14.8,Debre Elias
967,967,2019,8,26,0.0,20.4,10.5,17.3,15.45,Debre Elias
968,968,2019,8,27,0.3,19.4,11.0,14.0,15.2,Debre Elias
969,969,2019,8,28,10.8,19.0,11.0,13.1,15.0,Debre Elias
970,970,2019,8,29,10.7,19.4,11.7,12.3,15.549999999999999,Debre Elias
971,971,2019,8,30,14.7,20.1,11.1,15.2,15.600000000000001,Debre Elias
972,972,2019,8,31,24.6,19.7,12.0,12.3,15.85,Debre Elias
973,973,2019,9,1,5.8,20.5,11.7,14.9,16.1,Debre Elias
974,974,2019,9,2,0.7,21.4,11.1,18.2,16.25,Debre Elias
975,975,2019,9,3,1.4,21.3,11.3,17.5,16.3,Debre Elias
976,976,2019,9,4,24.4,21.8,11.1,19.1,16.45,Debre Elias
977,977,2019,9,5,1.3,20.8,12.0,15.0,16.4,Debre Elias
978,978,2019,9,6,1.3,21.1,11.4,17.0,16.25,Debre Elias
979,979,2019,9,7,32.4,20.4,12.0,14.0,16.2,Debre Elias
980,980,2019,9,8,6.2,19.9,12.1,12.6,16.0,Debre Elias
981,981,2019,9,9,0.2,22.7,10.8,21.3,16.75,Debre Elias
982,982,2019,9,10,6.5,20.7,10.8,17.5,15.75,Debre Elias
983,983,2019,9,11,13.8,20.9,11.0,17.3,15.95,Debre Elias
984,984,2019,9,12,12.4,19.0,11.5,11.9,15.25,Debre Elias
985,985,2019,9,13,5.1,19.6,10.9,14.8,15.25,Debre Elias
986,986,2019,9,14,12.2,20.1,11.2,15.2,15.65,Debre Elias
987,987,2019,9,15,0.0,21.1,10.7,18.5,15.9,Debre Elias
988,988,2019,9,16,5.6,21.7,10.5,20.3,16.1,Debre Elias
989,989,2019,9,17,3.4,21.8,11.5,18.3,16.65,Debre Elias
990,990,2019,9,18,10.6,21.0,11.6,16.4,16.3,Debre Elias
991,991,2019,9,19,3.2,20.5,11.4,15.8,15.95,Debre Elias
992,992,2019,9,20,1.2,20.4,11.2,15.8,15.799999999999999,Debre Elias
993,993,2019,9,21,0.2,21.4,11.2,18.1,16.299999999999997,Debre Elias
994,994,2019,9,22,0.0,22.2,9.9,22.1,16.05,Debre Elias
995,995,2019,9,23,0.0,21.9,9.1,23.0,15.5,Debre Elias
996,996,2019,9,24,0.0,21.1,9.1,21.6,15.100000000000001,Debre Elias
997,997,2019,9,25,0.0,23.2,10.8,22.3,17.0,Debre Elias
998,998,2019,9,26,0.5,24.2,10.5,24.2,17.35,Debre Elias
999,999,2019,9,27,0.0,23.1,10.6,22.5,16.85,Debre Elias
1000,1000,2019,9,28,0.0,22.6,9.3,23.7,15.950000000000001,Debre Elias
1001,1001,2019,9,29,4.6,20.3,9.8,18.8,15.05,Debre Elias
1002,1002,2019,9,30,0.0,22.5,9.1,23.8,15.8,Debre Elias
1003,1003,2019,10,1,0.5,22.1,10.5,21.1,16.3,Debre Elias
1004,1004,2019,10,2,3.2,21.0,11.1,17.7,16.05,Debre Elias
1005,1005,2019,10,3,6.1,20.6,11.5,15.6,16.05,Debre Elias
1006,1006,2019,10,4,0.0,22.2,10.8,20.5,16.5,Debre Elias
1007,1007,2019,10,5,0.0,23.0,10.2,23.0,16.6,Debre Elias
1008,1008,2019,10,6,0.0,22.9,10.0,23.0,16.45,Debre Elias
1009,1009,2019,10,7,0.0,22.9,9.0,24.5,15.95,Debre Elias
1010,1010,2019,10,8,0.0,22.4,11.1,20.3,16.75,Debre Elias
1011,1011,2019,10,9,0.0,23.7,10.8,23.2,17.25,Debre Elias
1012,1012,2019,10,10,0.0,23.7,9.6,24.8,16.65,Debre Elias
1013,1013,2019,10,11,0.1,24.4,10.1,25.0,17.25,Debre Elias
1014,1014,2019,10,12,0.3,22.6,11.7,19.6,17.15,Debre Elias
1015,1015,2019,10,13,0.3,23.0,11.5,20.8,17.25,Debre Elias
1016,1016,2019,10,14,0.6,23.1,12.1,19.8,17.6,Debre Elias
1017,1017,2019,10,15,0.0,23.0,11.6,20.6,17.3,Debre Elias
1018,1018,2019,10,16,0.3,23.5,11.5,21.7,17.5,Debre Elias
1019,1019,2019,10,17,0.1,23.5,12.4,19.9,17.95,Debre Elias
1020,1020,2019,10,18,2.3,22.1,11.7,18.7,16.9,Debre Elias
1021,1021,2019,10,19,1.9,23.5,12.2,20.3,17.85,Debre Elias
1022,1022,2019,10,20,0.0,24.0,12.3,21.0,18.15,Debre Elias
1023,1023,2019,10,21,0.0,24.1,12.0,21.8,18.05,Debre Elias
1024,1024,2019,10,22,0.3,23.3,11.8,20.7,17.55,Debre Elias
1025,1025,2019,10,23,0.9,23.8,11.9,21.4,17.85,Debre Elias
1026,1026,2019,10,24,4.4,22.7,11.5,20.1,17.1,Debre Elias
1027,1027,2019,10,25,17.2,21.2,11.6,17.0,16.4,Debre Elias
1028,1028,2019,10,26,4.4,22.2,11.3,19.7,16.75,Debre Elias
1029,1029,2019,10,27,0.0,23.1,11.2,21.4,17.15,Debre Elias
1030,1030,2019,10,28,0.0,23.8,10.8,23.2,17.3,Debre Elias
1031,1031,2019,10,29,0.0,23.9,11.2,22.6,17.549999999999997,Debre Elias
1032,1032,2019,10,30,0.0,23.1,11.0,21.5,17.05,Debre Elias
1033,1033,2019,10,31,0.0,23.7,11.8,21.4,17.75,Debre Elias
1034,1034,2019,11,1,0.7,23.5,11.7,21.1,17.6,Debre Elias
1035,1035,2019,11,2,3.6,22.4,11.6,19.2,17.0,Debre Elias
1036,1036,2019,11,3,0.0,22.0,11.5,18.8,16.75,Debre Elias
1037,1037,2019,11,4,8.8,21.7,11.2,18.8,16.45,Debre Elias
1038,1038,2019,11,5,6.0,22.0,11.0,19.6,16.5,Debre Elias
1039,1039,2019,11,6,10.4,21.6,11.0,18.7,16.3,Debre Elias
1040,1040,2019,11,7,14.8,21.4,11.0,18.6,16.2,Debre Elias
1041,1041,2019,11,8,3.8,20.8,11.0,17.4,15.9,Debre Elias
1042,1042,2019,11,9,3.4,22.0,10.9,19.8,16.45,Debre Elias
1043,1043,2019,11,10,1.4,22.6,11.1,20.6,16.85,Debre Elias
1044,1044,2019,11,11,2.9,21.3,11.4,17.4,16.35,Debre Elias
1045,1045,2019,11,12,1.3,21.4,11.2,18.0,16.299999999999997,Debre Elias
1046,1046,2019,11,13,1.8,22.1,11.0,19.7,16.55,Debre Elias
1047,1047,2019,11,14,0.2,22.5,10.9,20.7,16.7,Debre Elias
1048,1048,2019,11,15,17.2,20.5,11.4,15.6,15.95,Debre Elias
1049,1049,2019,11,16,0.0,22.1,10.7,20.3,16.4,Debre Elias
1050,1050,2019,11,17,0.0,22.4,11.0,20.3,16.7,Debre Elias
1051,1051,2019,11,18,1.3,22.2,11.2,19.6,16.7,Debre Elias
1052,1052,2019,11,19,10.1,20.3,11.5,14.8,15.9,Debre Elias
1053,1053,2019,11,20,5.1,21.3,10.5,19.2,15.9,Debre Elias
1054,1054,2019,11,21,8.8,20.0,11.1,15.1,15.55,Debre Elias
1055,1055,2019,11,22,0.6,21.7,10.5,19.8,16.1,Debre Elias
1056,1056,2019,11,23,1.7,21.8,10.6,19.9,16.2,Debre Elias
1057,1057,2019,11,24,0.0,20.4,11.1,16.0,15.75,Debre Elias
1058,1058,2019,11,25,0.6,21.6,10.0,20.5,15.8,Debre Elias
1059,1059,2019,11,26,0.6,20.8,10.5,18.0,15.65,Debre Elias
1060,1060,2019,11,27,0.0,22.7,10.7,21.2,16.7,Debre Elias
1061,1061,2019,11,28,0.3,22.1,10.9,19.7,16.5,Debre Elias
1062,1062,2019,11,29,0.0,21.4,10.9,18.5,16.15,Debre Elias
1063,1063,2019,11,30,2.0,20.4,11.1,15.9,15.75,Debre Elias
1064,1064,2019,12,1,0.0,22.5,9.9,22.1,16.2,Debre Elias
1065,1065,2019,12,2,0.0,22.4,10.4,21.1,16.4,Debre Elias
1066,1066,2019,12,3,0.1,21.5,10.7,19.1,16.1,Debre Elias
1067,1067,2019,12,4,0.0,21.3,10.3,19.5,15.8,Debre Elias
1068,1068,2019,12,5,0.0,21.7,9.8,20.9,15.75,Debre Elias
1069,1069,2019,12,6,0.0,21.7,9.3,21.7,15.5,Debre Elias
1070,1070,2019,12,7,0.0,22.4,10.4,21.0,16.4,Debre Elias
1071,1071,2019,12,8,0.0,22.5,10.0,21.7,16.25,Debre Elias
1072,1072,2019,12,9,0.0,20.5,10.7,16.9,15.6,Debre Elias
1073,1073,2019,12,10,0.0,21.1,9.3,20.7,15.200000000000001,Debre Elias
1074,1074,2019,12,11,0.0,22.0,8.6,23.2,15.3,Debre Elias
1075,1075,2019,12,12,0.0,21.5,8.5,22.6,15.0,Debre Elias
1076,1076,2019,12,13,0.0,22.1,9.4,22.2,15.75,Debre Elias
1077,1077,2019,12,14,0.0,22.4,9.4,22.6,15.899999999999999,Debre Elias
1078,1078,2019,12,15,0.0,21.4,10.5,19.2,15.95,Debre Elias
1079,1079,2019,12,16,0.6,20.3,10.2,17.6,15.25,Debre Elias
1080,1080,2019,12,17,0.0,19.4,8.7,18.7,14.049999999999999,Debre Elias
1081,1081,2019,12,18,0.0,20.1,7.4,22.1,13.75,Debre Elias
1082,1082,2019,12,19,0.0,21.9,8.1,23.6,15.0,Debre Elias
1083,1083,2019,12,20,0.0,22.0,8.9,22.6,15.45,Debre Elias
1084,1084,2019,12,21,0.0,21.8,9.7,21.2,15.75,Debre Elias
1085,1085,2019,12,22,0.0,22.4,8.9,23.2,15.649999999999999,Debre Elias
1086,1086,2019,12,23,0.0,22.4,9.2,22.8,15.799999999999999,Debre Elias
1087,1087,2019,12,24,0.0,22.2,9.5,22.1,15.85,Debre Elias
1088,1088,2019,12,25,0.0,22.5,9.2,22.9,15.85,Debre Elias
1089,1089,2019,12,26,0.0,22.7,8.0,24.5,15.35,Debre Elias
1090,1090,2019,12,27,0.0,22.5,7.9,24.5,15.2,Debre Elias
1091,1091,2019,12,28,0.0,22.4,7.5,24.7,14.95,Debre Elias
1092,1092,2019,12,29,0.0,22.7,9.0,23.4,15.85,Debre Elias
1093,1093,2019,12,30,0.0,24.3,10.9,23.1,17.6,Debre Elias
1094,1094,2019,12,31,0.0,22.4,9.4,22.6,15.899999999999999,Debre Elias
1095,1095,2020,1,1,0.0,24.4,9.9,24.4,17.15,Debre Elias
1096,1096,2020,1,2,0.0,25.3,10.8,24.4,18.05,Debre Elias
1097,1097,2020,1,3,0.0,24.9,10.4,24.4,17.65,Debre Elias
1098,1098,2020,1,4,0.0,24.6,9.1,25.3,16.85,Debre Elias
1099,1099,2020,1,5,0.0,24.6,9.4,25.2,17.0,Debre Elias
1100,1100,2020,1,6,0.0,25.9,11.8,24.0,18.85,Debre Elias
1101,1101,2020,1,7,0.0,24.4,10.9,23.3,17.65,Debre Elias
1102,1102,2020,1,8,0.0,25.0,11.3,23.7,18.15,Debre Elias
1103,1103,2020,1,9,0.0,24.3,10.9,23.2,17.6,Debre Elias
1104,1104,2020,1,10,0.0,24.6,11.1,23.5,17.85,Debre Elias
1105,1105,2020,1,11,0.3,24.5,11.9,22.1,18.2,Debre Elias
1106,1106,2020,1,12,0.1,23.4,11.2,21.5,17.299999999999997,Debre Elias
1107,1107,2020,1,13,0.5,23.6,11.4,21.7,17.5,Debre Elias
