level_0,index,year,month,day,rain,tmax,tmin,srad,Tmean,district
1453,1453,2020,12,25,0.0,23.0,12.5,18.5,17.75,Debre Elias
1454,1454,2020,12,26,0.0,24.7,11.9,22.2,18.3,Debre Elias
1455,1455,2020,12,27,0.0,23.7,11.3,21.8,17.5,Debre Elias
1456,1456,2020,12,28,0.0,27.6,12.8,24.6,20.200000000000003,Debre Elias
1457,1457,2020,12,29,0.0,26.6,13.2,23.1,19.9,Debre Elias
1458,1458,2020,12,30,0.0,27.8,14.4,23.2,21.1,Debre Elias
1459,1459,2020,12,31,2.5,24.2,12.2,21.1,18.2,Debre Elias
1460,1460,2021,1,1,2.2,25.4,12.2,22.8,18.799999999999997,Debre Elias
1461,1461,2021,1,2,0.1,26.2,12.8,23.1,19.5,Debre Elias
1462,1462,2021,1,3,0.0,26.4,13.1,23.0,19.75,Debre Elias
1463,1463,2021,1,4,0.4,23.9,12.2,20.5,18.049999999999997,Debre Elias
1464,1464,2021,1,5,3.0,25.3,12.3,22.6,18.8,Debre Elias
1465,1465,2021,1,6,3.0,24.2,12.1,21.3,18.15,Debre Elias
1466,1466,2021,1,7,14.0,23.1,11.8,20.1,17.450000000000003,Debre Elias
1467,1467,2021,1,8,16.7,23.5,11.6,21.0,17.55,Debre Elias
1468,1468,2021,1,9,0.0,25.0,12.2,22.4,18.6,Debre Elias
1469,1469,2021,1,10,0.0,25.3,12.0,23.2,18.65,Debre Elias
1470,1470,2021,1,11,1.4,23.9,12.4,20.4,18.15,Debre Elias
1471,1471,2021,1,12,0.1,23.7,12.2,20.3,17.95,Debre Elias
1472,1472,2021,1,13,0.0,24.6,12.6,21.2,18.6,Debre Elias
1473,1473,2021,1,14,0.0,26.1,13.1,22.8,19.6,Debre Elias
1474,1474,2021,1,15,0.6,25.1,12.7,22.0,18.9,Debre Elias
1475,1475,2021,1,16,0.0,25.1,12.5,22.2,18.8,Debre Elias
1476,1476,2021,1,17,0.0,26.6,12.8,23.9,19.700000000000003,Debre Elias
1477,1477,2021,1,18,0.0,26.6,12.6,24.1,19.6,Debre Elias
1478,1478,2021,1,19,0.0,26.2,11.9,24.5,19.05,Debre Elias
1479,1479,2021,1,20,0.0,26.0,11.7,24.5,18.85,Debre Elias
1480,1480,2021,1,21,0.0,24.6,11.9,22.5,18.25,Debre Elias
1481,1481,2021,1,22,1.5,25.0,12.5,22.2,18.75,Debre Elias
1482,1482,2021,1,23,0.0,25.1,13.0,21.6,19.05,Debre Elias
1483,1483,2021,1,24,0.0,25.9,12.8,23.1,19.35,Debre Elias
1484,1484,2021,1,25,0.0,26.3,13.8,22.1,20.05,Debre Elias
1485,1485,2021,1,26,0.0,25.8,14.2,20.8,20.0,Debre Elias
1486,1486,2021,1,27,0.0,25.6,14.4,20.0,20.0,Debre Elias
1487,1487,2021,1,28,0.0,24.0,12.8,20.1,18.4,Debre Elias
1488,1488,2021,1,29,0.0,26.3,13.7,22.5,20.0,Debre Elias
1489,1489,2021,1,30,0.0,24.0,12.2,21.2,18.1,Debre Elias
1490,1490,2021,1,31,0.0,26.3,12.7,23.9,19.5,Debre Elias
1491,1491,2021,2,1,0.4,24.8,14.4,18.5,19.6,Debre Elias
1492,1492,2021,2,2,0.0,24.1,13.4,19.2,18.75,Debre Elias
1493,1493,2021,2,3,0.0,26.1,13.8,22.2,19.950000000000003,Debre Elias
1494,1494,2021,2,4,0.0,25.6,12.7,23.0,19.15,Debre Elias
1495,1495,2021,2,5,0.0,26.6,12.8,24.3,19.700000000000003,Debre Elias
1496,1496,2021,2,6,0.0,25.6,12.4,23.4,19.0,Debre Elias
1497,1497,2021,2,7,0.0,26.2,13.3,23.0,19.75,Debre Elias
1498,1498,2021,2,8,0.0,26.4,13.0,23.8,19.7,Debre Elias
1499,1499,2021,2,9,0.0,26.4,12.4,24.6,19.4,Debre Elias
1500,1500,2021,2,10,0.0,26.4,11.8,25.3,19.1,Debre Elias
1501,1501,2021,2,11,0.0,26.8,12.4,25.2,19.6,Debre Elias
1502,1502,2021,2,12,0.0,27.6,13.3,24.9,20.450000000000003,Debre Elias
1503,1503,2021,2,13,0.0,27.4,13.7,24.2,20.549999999999997,Debre Elias
1504,1504,2021,2,14,0.0,28.3,15.4,23.3,21.85,Debre Elias
1505,1505,2021,2,15,0.7,25.2,13.7,20.7,19.45,Debre Elias
1506,1506,2021,2,16,0.0,28.2,15.2,23.3,21.7,Debre Elias
1507,1507,2021,2,17,0.8,27.0,14.7,22.2,20.85,Debre Elias
1508,1508,2021,2,18,0.0,28.0,14.8,23.6,21.4,Debre Elias
1509,1509,2021,2,19,0.0,27.3,13.7,24.1,20.5,Debre Elias
1510,1510,2021,2,20,0.0,26.6,13.2,23.9,19.9,Debre Elias
1511,1511,2021,2,21,0.0,26.6,13.7,23.2,20.15,Debre Elias
1512,1512,2021,2,22,0.3,26.6,12.9,24.3,19.75,Debre Elias
1513,1513,2021,2,23,0.0,26.9,13.5,24.1,20.2,Debre Elias
1514,1514,2021,2,24,0.0,26.9,13.5,24.1,20.2,Debre Elias
1515,1515,2021,2,25,1.7,25.6,13.5,21.8,19.55,Debre Elias
1516,1516,2021,2,26,0.0,26.5,13.8,23.0,20.15,Debre Elias
1517,1517,2021,2,27,0.0,26.2,12.7,24.2,19.45,Debre Elias
1518,1518,2021,2,28,0.0,28.2,13.4,25.8,20.8,Debre Elias
1519,1519,2021,3,1,2.7,24.7,12.4,22.3,18.55,Debre Elias
1520,1520,2021,3,2,1.2,25.0,12.2,23.1,18.6,Debre Elias
1521,1521,2021,3,3,2.4,24.8,11.8,23.4,18.3,Debre Elias
1522,1522,2021,3,4,0.7,26.5,11.6,25.9,19.05,Debre Elias
1523,1523,2021,3,5,2.7,24.9,12.7,22.3,18.799999999999997,Debre Elias
1524,1524,2021,3,6,1.9,24.9,12.8,22.2,18.85,Debre Elias
1525,1525,2021,3,7,2.6,25.1,12.5,22.8,18.8,Debre Elias
1526,1526,2021,3,8,2.7,25.0,12.5,22.8,18.75,Debre Elias
1527,1527,2021,3,9,0.6,24.6,12.7,21.7,18.65,Debre Elias
1528,1528,2021,3,10,0.0,25.8,12.3,24.1,19.05,Debre Elias
1529,1529,2021,3,11,0.0,26.3,12.5,24.7,19.4,Debre Elias
1530,1530,2021,3,12,0.7,25.7,12.8,23.4,19.25,Debre Elias
1531,1531,2021,3,13,2.2,24.5,13.3,20.4,18.9,Debre Elias
1532,1532,2021,3,14,2.0,24.8,13.0,21.4,18.9,Debre Elias
1533,1533,2021,3,15,2.8,23.5,13.2,18.5,18.35,Debre Elias
1534,1534,2021,3,16,1.0,24.0,13.6,18.7,18.8,Debre Elias
1535,1535,2021,3,17,0.1,25.0,13.5,21.0,19.25,Debre Elias
1536,1536,2021,3,18,0.5,24.9,14.5,18.8,19.7,Debre Elias
1537,1537,2021,3,19,1.6,23.4,13.4,17.8,18.4,Debre Elias
1538,1538,2021,3,20,0.0,25.1,12.7,22.6,18.9,Debre Elias
1539,1539,2021,3,21,0.5,24.6,12.7,21.6,18.65,Debre Elias
1540,1540,2021,3,22,0.0,24.9,12.6,22.2,18.75,Debre Elias
1541,1541,2021,3,23,0.0,25.7,12.4,23.9,19.05,Debre Elias
1542,1542,2021,3,24,0.0,26.6,12.3,25.2,19.450000000000003,Debre Elias
1543,1543,2021,3,25,0.0,26.0,13.3,23.0,19.65,Debre Elias
1544,1544,2021,3,26,1.4,25.9,13.4,22.6,19.65,Debre Elias
1545,1545,2021,3,27,0.1,25.8,13.7,22.1,19.75,Debre Elias
1546,1546,2021,3,28,0.7,25.6,13.7,21.5,19.65,Debre Elias
1547,1547,2021,3,29,3.8,23.7,13.7,17.8,18.7,Debre Elias
1548,1548,2021,3,30,4.5,23.8,13.4,18.5,18.6,Debre Elias
1549,1549,2021,3,31,0.1,25.0,12.3,23.0,18.65,Debre Elias
1550,1550,2021,4,1,0.7,25.4,14.4,19.9,19.9,Debre Elias
1551,1551,2021,4,2,3.8,23.6,15.1,14.5,19.35,Debre Elias
1552,1552,2021,4,3,0.1,26.5,13.8,22.9,20.15,Debre Elias
1553,1553,2021,4,4,0.2,27.4,13.4,24.6,20.4,Debre Elias
1554,1554,2021,4,5,0.1,27.0,12.1,25.6,19.55,Debre Elias
1555,1555,2021,4,6,0.3,25.7,13.0,22.8,19.35,Debre Elias
1556,1556,2021,4,7,6.2,24.5,13.6,19.5,19.05,Debre Elias
1557,1557,2021,4,8,0.4,25.9,13.4,22.3,19.65,Debre Elias
1558,1558,2021,4,9,0.0,26.1,12.4,24.1,19.25,Debre Elias
1559,1559,2021,4,10,0.6,26.4,12.2,24.7,19.299999999999997,Debre Elias
1560,1560,2021,4,11,0.7,26.7,13.5,23.4,20.1,Debre Elias
1561,1561,2021,4,12,0.1,27.0,12.9,24.6,19.95,Debre Elias
1562,1562,2021,4,13,0.4,26.6,13.4,23.4,20.0,Debre Elias
1563,1563,2021,4,14,0.4,26.5,14.1,22.2,20.3,Debre Elias
1564,1564,2021,4,15,0.9,25.7,14.8,19.6,20.25,Debre Elias
1565,1565,2021,4,16,0.0,26.7,14.6,21.6,20.65,Debre Elias
1566,1566,2021,4,17,0.0,25.2,14.3,19.6,19.75,Debre Elias
1567,1567,2021,4,18,0.0,28.6,14.8,24.1,21.700000000000003,Debre Elias
1568,1568,2021,4,19,0.6,24.4,13.9,18.6,19.15,Debre Elias
1569,1569,2021,4,20,0.0,26.9,12.6,24.6,19.75,Debre Elias
1570,1570,2021,4,21,0.0,25.7,13.6,21.5,19.65,Debre Elias
1571,1571,2021,4,22,11.9,24.0,14.1,17.2,19.05,Debre Elias
1572,1572,2021,4,23,1.7,25.2,13.1,21.4,19.15,Debre Elias
1573,1573,2021,4,24,3.8,22.9,14.8,13.3,18.85,Debre Elias
1574,1574,2021,4,25,1.2,25.8,13.3,22.0,19.55,Debre Elias
1575,1575,2021,4,26,0.1,26.4,13.1,23.1,19.75,Debre Elias
1576,1576,2021,4,27,0.1,26.8,12.5,24.4,19.65,Debre Elias
1577,1577,2021,4,28,0.2,26.2,13.8,21.8,20.0,Debre Elias
1578,1578,2021,4,29,0.0,29.5,13.9,25.5,21.7,Debre Elias
1579,1579,2021,4,30,0.0,27.2,12.7,24.5,19.95,Debre Elias
1580,1580,2021,5,1,0.0,28.6,12.2,26.0,20.4,Debre Elias
1581,1581,2021,5,2,0.1,29.1,13.8,25.2,21.450000000000003,Debre Elias
1582,1582,2021,5,3,0.0,28.8,13.7,24.9,21.25,Debre Elias
1583,1583,2021,5,4,0.0,30.4,13.3,26.4,21.85,Debre Elias
1584,1584,2021,5,5,0.0,28.2,14.5,23.4,21.35,Debre Elias
1585,1585,2021,5,6,0.0,28.5,14.7,23.5,21.6,Debre Elias
1586,1586,2021,5,7,0.4,27.6,15.2,21.7,21.4,Debre Elias
1587,1587,2021,5,8,0.3,27.6,14.9,22.1,21.25,Debre Elias
1588,1588,2021,5,9,0.0,30.5,13.0,26.3,21.75,Debre Elias
1589,1589,2021,5,10,0.0,27.6,10.3,26.2,18.950000000000003,Debre Elias
1590,1590,2021,5,11,0.0,28.5,13.7,24.4,21.1,Debre Elias
1591,1591,2021,5,12,0.3,28.2,14.5,23.2,21.35,Debre Elias
1592,1592,2021,5,13,0.0,27.1,13.2,23.4,20.15,Debre Elias
1593,1593,2021,5,14,0.0,30.7,12.9,26.2,21.8,Debre Elias
1594,1594,2021,5,15,0.0,30.6,12.9,26.1,21.75,Debre Elias
1595,1595,2021,5,16,0.0,30.9,12.2,26.5,21.549999999999997,Debre Elias
1596,1596,2021,5,17,0.1,26.6,12.4,23.7,19.5,Debre Elias
1597,1597,2021,5,18,0.6,26.9,15.2,20.4,21.049999999999997,Debre Elias
1598,1598,2021,5,19,2.8,24.7,14.3,17.9,19.5,Debre Elias
1599,1599,2021,5,20,2.1,25.5,13.4,20.9,19.45,Debre Elias
1600,1600,2021,5,21,9.1,21.4,14.6,10.2,18.0,Debre Elias
1601,1601,2021,5,22,1.4,25.1,11.7,22.6,18.4,Debre Elias
1602,1602,2021,5,23,9.0,22.7,13.5,15.5,18.1,Debre Elias
1603,1603,2021,5,24,0.0,27.1,12.1,24.2,19.6,Debre Elias
1604,1604,2021,5,25,2.1,24.9,14.0,18.8,19.45,Debre Elias
1605,1605,2021,5,26,0.3,24.7,13.0,20.1,18.85,Debre Elias
1606,1606,2021,5,27,0.1,24.6,13.1,19.8,18.85,Debre Elias
1607,1607,2021,5,28,0.6,24.4,13.6,18.6,19.0,Debre Elias
1608,1608,2021,5,29,0.2,24.8,12.7,20.7,18.75,Debre Elias
1609,1609,2021,5,30,0.0,25.4,13.6,20.2,19.5,Debre Elias
1610,1610,2021,5,31,2.6,24.0,13.9,17.3,18.95,Debre Elias
1611,1611,2021,6,1,1.2,23.6,13.0,18.3,18.3,Debre Elias
1612,1612,2021,6,2,9.2,22.0,13.1,14.7,17.55,Debre Elias
1613,1613,2021,6,3,3.7,18.4,11.6,10.0,15.0,Debre Elias
1614,1614,2021,6,4,5.8,19.5,12.3,10.9,15.9,Debre Elias
1615,1615,2021,6,5,4.7,20.1,12.4,12.1,16.25,Debre Elias
1616,1616,2021,6,6,2.1,21.5,11.7,16.6,16.6,Debre Elias
1617,1617,2021,6,7,0.0,24.1,11.4,21.4,17.75,Debre Elias
1618,1618,2021,6,8,1.1,23.5,12.6,18.5,18.05,Debre Elias
1619,1619,2021,6,9,3.9,20.8,12.2,14.1,16.5,Debre Elias
1620,1620,2021,6,10,9.4,20.4,12.5,12.6,16.45,Debre Elias
1621,1621,2021,6,11,18.1,19.9,12.6,11.1,16.25,Debre Elias
1622,1622,2021,6,12,7.8,18.2,11.8,9.1,15.0,Debre Elias
1623,1623,2021,6,13,4.4,19.1,10.9,13.2,15.0,Debre Elias
1624,1624,2021,6,14,0.3,21.5,10.4,18.9,15.95,Debre Elias
1625,1625,2021,6,15,0.1,22.1,11.4,18.3,16.75,Debre Elias
1626,1626,2021,6,16,1.3,20.7,11.1,16.1,15.899999999999999,Debre Elias
1627,1627,2021,6,17,1.7,20.5,11.6,14.8,16.05,Debre Elias
1628,1628,2021,6,18,1.1,19.4,12.1,11.3,15.75,Debre Elias
1629,1629,2021,6,19,3.4,20.3,11.0,15.6,15.65,Debre Elias
1630,1630,2021,6,20,0.6,21.9,11.4,17.8,16.65,Debre Elias
1631,1631,2021,6,21,4.2,22.2,11.7,17.8,16.95,Debre Elias
1632,1632,2021,6,22,2.9,20.6,11.7,14.6,16.15,Debre Elias
1633,1633,2021,6,23,5.2,20.3,11.5,14.4,15.9,Debre Elias
1634,1634,2021,6,24,2.3,21.8,11.2,18.0,16.5,Debre Elias
1635,1635,2021,6,25,15.7,21.0,13.1,12.6,17.05,Debre Elias
1636,1636,2021,6,26,3.6,22.0,12.6,15.7,17.3,Debre Elias
1637,1637,2021,6,27,4.4,20.2,12.2,12.7,16.2,Debre Elias
1638,1638,2021,6,28,45.7,19.2,11.9,11.0,15.55,Debre Elias
1639,1639,2021,6,29,36.9,19.0,11.8,10.8,15.4,Debre Elias
1640,1640,2021,6,30,20.1,19.6,11.6,12.7,15.600000000000001,Debre Elias
1641,1641,2021,7,1,30.6,17.3,12.0,6.6,14.65,Debre Elias
1642,1642,2021,7,2,22.6,17.2,12.1,6.3,14.649999999999999,Debre Elias
1643,1643,2021,7,3,0.0,20.0,10.5,16.0,15.25,Debre Elias
1644,1644,2021,7,4,2.7,20.2,12.2,12.8,16.2,Debre Elias
1645,1645,2021,7,5,5.4,18.2,13.1,6.0,15.649999999999999,Debre Elias
1646,1646,2021,7,6,27.6,19.6,12.6,10.4,16.1,Debre Elias
1647,1647,2021,7,7,3.9,19.3,12.4,10.2,15.850000000000001,Debre Elias
1648,1648,2021,7,8,1.7,19.7,12.0,12.0,15.85,Debre Elias
1649,1649,2021,7,9,4.1,20.4,11.9,13.8,16.15,Debre Elias
1650,1650,2021,7,10,1.5,18.4,12.5,8.0,15.45,Debre Elias
1651,1651,2021,7,11,0.1,18.7,11.9,10.1,15.3,Debre Elias
1652,1652,2021,7,12,0.0,21.7,11.1,18.1,16.4,Debre Elias
1653,1653,2021,7,13,10.0,19.5,12.3,11.0,15.9,Debre Elias
1654,1654,2021,7,14,0.6,20.3,12.1,13.2,16.2,Debre Elias
1655,1655,2021,7,15,0.0,19.5,12.3,11.0,15.9,Debre Elias
1656,1656,2021,7,16,2.3,19.7,12.3,11.6,16.0,Debre Elias
1657,1657,2021,7,17,0.0,19.1,11.7,11.4,15.4,Debre Elias
1658,1658,2021,7,18,26.9,19.8,12.0,12.4,15.9,Debre Elias
1659,1659,2021,7,19,11.8,17.6,11.6,8.1,14.600000000000001,Debre Elias
1660,1660,2021,7,20,0.0,21.5,9.9,20.1,15.7,Debre Elias
1661,1661,2021,7,21,14.0,18.7,12.6,8.3,15.649999999999999,Debre Elias
1662,1662,2021,7,22,82.0,18.6,12.5,8.5,15.55,Debre Elias
1663,1663,2021,7,23,4.7,18.6,12.3,9.0,15.450000000000001,Debre Elias
1664,1664,2021,7,24,0.7,20.3,11.4,14.8,15.850000000000001,Debre Elias
1665,1665,2021,7,25,0.0,20.6,11.2,15.8,15.9,Debre Elias
1666,1666,2021,7,26,3.2,19.9,12.2,12.2,16.049999999999997,Debre Elias
1667,1667,2021,7,27,0.0,22.1,11.7,18.0,16.9,Debre Elias
1668,1668,2021,7,28,5.2,20.6,13.2,11.3,16.9,Debre Elias
1669,1669,2021,7,29,47.6,19.4,12.9,9.3,16.15,Debre Elias
1670,1670,2021,7,30,44.7,19.2,12.5,10.0,15.85,Debre Elias
1671,1671,2021,7,31,5.9,18.9,12.2,10.0,15.549999999999999,Debre Elias
1672,1672,2021,8,1,14.1,20.9,12.2,14.3,16.549999999999997,Debre Elias
1673,1673,2021,8,2,64.2,18.7,12.6,8.4,15.649999999999999,Debre Elias
1674,1674,2021,8,3,0.5,18.7,12.1,9.6,15.399999999999999,Debre Elias
1675,1675,2021,8,4,6.2,17.7,11.3,9.2,14.5,Debre Elias
1676,1676,2021,8,5,0.0,20.6,10.2,18.1,15.4,Debre Elias
1677,1677,2021,8,6,2.3,20.5,11.3,15.6,15.9,Debre Elias
1678,1678,2021,8,7,11.0,21.5,11.7,17.0,16.6,Debre Elias
1679,1679,2021,8,8,25.1,17.8,13.7,4.1,15.75,Debre Elias
1680,1680,2021,8,9,0.9,20.7,12.1,14.3,16.4,Debre Elias
1681,1681,2021,8,10,45.8,20.0,12.0,13.1,16.0,Debre Elias
1682,1682,2021,8,11,1.1,19.4,11.6,12.5,15.5,Debre Elias
1683,1683,2021,8,12,0.3,19.7,11.1,14.2,15.399999999999999,Debre Elias
1684,1684,2021,8,13,64.8,18.0,13.0,6.0,15.5,Debre Elias
1685,1685,2021,8,14,65.2,16.4,12.5,3.8,14.45,Debre Elias
1686,1686,2021,8,15,0.0,18.0,11.5,9.4,14.75,Debre Elias
1687,1687,2021,8,16,10.0,18.2,11.5,10.0,14.85,Debre Elias
1688,1688,2021,8,17,0.9,19.7,11.1,14.4,15.399999999999999,Debre Elias
1689,1689,2021,8,18,0.0,20.9,11.1,17.0,16.0,Debre Elias
1690,1690,2021,8,19,7.2,20.1,11.9,13.5,16.0,Debre Elias
1691,1691,2021,8,20,0.7,20.5,12.0,14.1,16.25,Debre Elias
1692,1692,2021,8,21,0.9,21.0,11.9,15.5,16.45,Debre Elias
1693,1693,2021,8,22,0.9,21.1,11.6,16.4,16.35,Debre Elias
1694,1694,2021,8,23,13.8,19.0,11.7,11.3,15.35,Debre Elias
1695,1695,2021,8,24,15.7,18.3,11.6,10.1,14.95,Debre Elias
1696,1696,2021,8,25,7.3,17.3,11.9,6.8,14.600000000000001,Debre Elias
1697,1697,2021,8,26,2.1,18.1,10.9,11.1,14.5,Debre Elias
1698,1698,2021,8,27,7.1,17.6,12.1,7.0,14.850000000000001,Debre Elias
1699,1699,2021,8,28,7.9,18.4,11.5,10.5,14.95,Debre Elias
1700,1700,2021,8,29,0.6,20.2,10.7,16.5,15.45,Debre Elias
1701,1701,2021,8,30,6.1,22.4,10.6,21.0,16.5,Debre Elias
1702,1702,2021,8,31,0.5,20.5,11.4,15.6,15.95,Debre Elias
1703,1703,2021,9,1,4.5,22.5,11.8,19.0,17.15,Debre Elias
1704,1704,2021,9,2,4.3,20.9,12.3,14.5,16.6,Debre Elias
1705,1705,2021,9,3,5.3,21.5,11.6,17.4,16.55,Debre Elias
1706,1706,2021,9,4,0.0,22.7,10.5,21.8,16.6,Debre Elias
1707,1707,2021,9,5,0.0,22.5,10.4,21.5,16.45,Debre Elias
1708,1708,2021,9,6,0.3,22.0,11.0,19.6,16.5,Debre Elias
1709,1709,2021,9,7,1.1,21.1,11.5,16.6,16.3,Debre Elias
1710,1710,2021,9,8,0.1,21.4,11.2,18.2,16.299999999999997,Debre Elias
1711,1711,2021,9,9,0.8,21.7,11.7,17.7,16.7,Debre Elias
1712,1712,2021,9,10,0.0,22.8,11.9,19.4,17.35,Debre Elias
1713,1713,2021,9,11,0.0,23.2,12.1,19.8,17.65,Debre Elias
1714,1714,2021,9,12,0.2,23.4,12.3,20.0,17.85,Debre Elias
1715,1715,2021,9,13,0.4,21.7,11.5,18.2,16.6,Debre Elias
1716,1716,2021,9,14,5.3,22.0,11.6,18.5,16.8,Debre Elias
1717,1717,2021,9,15,0.2,23.9,12.3,20.9,18.1,Debre Elias
1718,1718,2021,9,16,1.3,23.4,12.0,20.5,17.7,Debre Elias
1719,1719,2021,9,17,0.0,22.6,11.4,20.0,17.0,Debre Elias
1720,1720,2021,9,18,0.1,23.6,11.8,21.3,17.700000000000003,Debre Elias
1721,1721,2021,9,19,7.4,20.1,11.6,14.3,15.850000000000001,Debre Elias
1722,1722,2021,9,20,0.6,21.4,10.8,18.8,16.1,Debre Elias
1723,1723,2021,9,21,0.0,22.3,10.8,20.8,16.55,Debre Elias
1724,1724,2021,9,22,0.0,24.1,10.0,24.7,17.05,Debre Elias
1725,1725,2021,9,23,0.8,21.3,10.8,18.9,16.05,Debre Elias
1726,1726,2021,9,24,50.9,20.4,11.6,14.8,16.0,Debre Elias
1727,1727,2021,9,25,51.5,19.0,11.3,12.3,15.15,Debre Elias
1728,1728,2021,9,26,19.4,18.1,10.7,11.7,14.4,Debre Elias
1729,1729,2021,9,27,14.2,19.8,10.2,16.9,15.0,Debre Elias
1730,1730,2021,9,28,12.8,17.9,11.2,9.9,14.549999999999999,Debre Elias
1731,1731,2021,9,29,11.3,20.6,10.3,18.3,15.450000000000001,Debre Elias
1732,1732,2021,9,30,7.2,20.3,11.2,15.8,15.75,Debre Elias
1733,1733,2021,10,1,5.1,21.3,11.4,17.4,16.35,Debre Elias
1734,1734,2021,10,2,11.8,21.0,11.9,15.8,16.45,Debre Elias
1735,1735,2021,10,3,2.7,21.4,11.8,17.0,16.6,Debre Elias
1736,1736,2021,10,4,2.6,21.7,11.8,17.5,16.75,Debre Elias
1737,1737,2021,10,5,7.0,20.5,11.7,15.1,16.1,Debre Elias
1738,1738,2021,10,6,13.3,20.5,12.0,14.4,16.25,Debre Elias
1739,1739,2021,10,7,6.2,21.1,11.9,16.0,16.5,Debre Elias
1740,1740,2021,10,8,9.4,22.1,12.2,17.7,17.15,Debre Elias
1741,1741,2021,10,9,7.8,21.4,12.2,16.0,16.799999999999997,Debre Elias
1742,1742,2021,10,10,3.7,20.8,11.8,15.5,16.3,Debre Elias
1743,1743,2021,10,11,1.2,21.8,11.8,17.8,16.8,Debre Elias
1744,1744,2021,10,12,0.1,22.2,11.8,18.6,17.0,Debre Elias
1745,1745,2021,10,13,0.0,23.5,11.6,21.5,17.55,Debre Elias
1746,1746,2021,10,14,0.0,23.6,10.7,23.1,17.15,Debre Elias
1747,1747,2021,10,15,0.0,23.4,11.3,21.7,17.35,Debre Elias
1748,1748,2021,10,16,0.0,23.5,10.0,23.9,16.75,Debre Elias
1749,1749,2021,10,17,0.0,24.6,12.7,21.5,18.65,Debre Elias
1750,1750,2021,10,18,0.0,25.0,12.1,23.1,18.55,Debre Elias
1751,1751,2021,10,19,0.1,25.5,12.9,22.6,19.2,Debre Elias
1752,1752,2021,10,20,0.0,25.2,12.7,22.5,18.95,Debre Elias
1753,1753,2021,10,21,0.0,25.0,12.6,22.3,18.8,Debre Elias
1754,1754,2021,10,22,0.8,24.0,12.3,21.1,18.15,Debre Elias
1755,1755,2021,10,23,0.7,23.1,12.3,19.4,17.700000000000003,Debre Elias
1756,1756,2021,10,24,0.4,25.1,13.0,21.8,19.05,Debre Elias
1757,1757,2021,10,25,0.3,24.0,12.2,21.2,18.1,Debre Elias
1758,1758,2021,10,26,0.1,23.3,11.5,21.1,17.4,Debre Elias
1759,1759,2021,10,27,0.0,24.3,11.3,23.2,17.8,Debre Elias
1760,1760,2021,10,28,0.0,25.1,10.5,25.2,17.8,Debre Elias
1761,1761,2021,10,29,0.0,24.5,9.4,25.7,16.95,Debre Elias
1762,1762,2021,10,30,0.0,24.2,9.5,25.3,16.85,Debre Elias
1763,1763,2021,10,31,0.0,24.4,10.2,24.6,17.299999999999997,Debre Elias
1764,1764,2021,11,1,0.0,25.3,9.1,26.6,17.2,Debre Elias
1765,1765,2021,11,2,0.0,26.2,9.5,26.9,17.85,Debre Elias
1766,1766,2021,11,3,0.0,25.2,10.9,24.7,18.05,Debre Elias
1767,1767,2021,11,4,0.0,24.6,10.6,24.4,17.6,Debre Elias
1768,1768,2021,11,5,0.0,25.7,11.3,24.8,18.5,Debre Elias
1769,1769,2021,11,6,0.0,24.9,11.3,23.8,18.1,Debre Elias
1770,1770,2021,11,7,0.0,25.4,11.3,24.4,18.35,Debre Elias
1771,1771,2021,11,8,0.0,25.9,10.9,25.4,18.4,Debre Elias
1772,1772,2021,11,9,0.0,25.5,8.9,26.6,17.2,Debre Elias
1773,1773,2021,11,10,0.0,24.9,7.6,27.1,16.25,Debre Elias
1774,1774,2021,11,11,0.0,25.7,7.6,27.4,16.65,Debre Elias
1775,1775,2021,11,12,0.0,25.1,8.3,26.7,16.700000000000003,Debre Elias
1776,1776,2021,11,13,0.0,24.4,8.1,26.3,16.25,Debre Elias
1777,1777,2021,11,14,0.0,24.4,6.1,27.4,15.25,Debre Elias
1778,1778,2021,11,15,0.0,23.5,5.8,27.2,14.65,Debre Elias
1779,1779,2021,11,16,0.0,24.0,6.7,26.9,15.35,Debre Elias
1780,1780,2021,11,17,0.0,24.4,7.4,26.7,15.899999999999999,Debre Elias
1781,1781,2021,11,18,0.0,24.4,7.1,26.9,15.75,Debre Elias
1782,1782,2021,11,19,0.0,23.7,9.3,24.6,16.5,Debre Elias
1783,1783,2021,11,20,0.0,23.8,9.8,24.1,16.8,Debre Elias
1784,1784,2021,11,21,0.0,23.9,9.7,24.3,16.799999999999997,Debre Elias
1785,1785,2021,11,22,0.0,25.1,9.3,25.8,17.200000000000003,Debre Elias
1786,1786,2021,11,23,0.0,24.8,9.4,25.4,17.1,Debre Elias
1787,1787,2021,11,24,0.0,24.9,9.0,25.8,16.95,Debre Elias
1788,1788,2021,11,25,0.0,25.5,9.3,26.0,17.4,Debre Elias
1789,1789,2021,11,26,0.0,25.8,9.0,26.4,17.4,Debre Elias
1790,1790,2021,11,27,0.0,26.3,8.0,27.1,17.15,Debre Elias
1791,1791,2021,11,28,0.0,26.0,10.4,25.5,18.2,Debre Elias
1792,1792,2021,11,29,0.0,26.1,11.0,25.1,18.55,Debre Elias
1793,1793,2021,11,30,0.0,26.5,10.7,25.6,18.6,Debre Elias
1794,1794,2021,12,1,0.0,25.5,10.9,24.6,18.2,Debre Elias
1795,1795,2021,12,2,0.0,24.8,10.0,24.7,17.4,Debre Elias
1796,1796,2021,12,3,0.0,25.0,9.6,25.3,17.3,Debre Elias
